ps_number,review_id,rating,title,content,author,date,verified_purchase
PS12728811,e9e0356f5f7a2109,5,Easy repair,The part fit like a glove .,Daniel A,"October 20, 2021",True
PS12728811,7b0485a33ee8a757,5,Easy Repair,The part came within a couple days and fridge has been working great for the past month now The shipping box and part were in perfect condition when I received it,Joseph T,"February 16, 2024",True
PS12728811,58f08699ae02b6c8,5,Easy Repair. Part took 5 days to get it. I paid for 2 day!,You had the part. I had two warranty companys come without the part.I found the part with you all and had it repaired before the repair man ordered it. You web site is excelent!! your shipping needs some work.,Barbara D,"July 6, 2018",True
PS12728811,0838b641286c9753,4,Easy to put In,Great customer service was so helpful I would recommend your company. Thank You,Kathy M,"August 12, 2020",True
PS12728811,20e21803b2a3c650,3,I fixed my refrigerator myself,I was able to fix my refrigerator myself by ordering the parts from yall . But the website said the part was $49.00 when I called to order they charge me over a $100.oo plus paid for 2to3 day shipping I got it 7 days later.,Donelle B,"November 30, 2021",True
PS12728811,7c6b7c88cdf67e85,2,Very slow shipping!,"No issues with the part. The issue was; I ordered the part online and paid extra for 1-3 days shipping. After 4 days and no part, I called the company. They instructed me that the part was on backorder and it would be weeks before it came in. I explained my frustration of paying extra for shipping to receive the part in 1-3 days with no offer of credit or reimbursement from the company. PartsSelect profits extra $ on backorders!",Mitchell G,"November 13, 2018",True
PS12728811,731b7a6c2d4b41e9,2,Delayed shipment and shipping overcharge,"The evaporator fan motor is working fine after I received it. However, the motor was not shipped the same day that I ordered as advertised on website, but two days later. I paid 3-day shipping charge, but not receiving it till after 7 days later. Do not promise something that you can not deliver.",Andrew T,"June 13, 2020",True
PS10058156,f414afdb615862c9,2,Missing key attachment pieces.,Parts are unusable. And that was after a mix up on shipment which delayed receipt by several weeks. May have to return parts.,George L,"March 6, 2019",True
PS11738568,d59c4ddce1fcb4a0,5,easy repair after watching You Tube video,easy repair with part that worked as advertised. Definitely would watch DYI video on YouTube before doing it.,Lawrence G,"May 28, 2025",True
PS11738568,39784b94aa69034f,5,Great company -- super helpful. Overwhelmingly pleased with the experience.,"The product itself was kind of a pain to install, definitely required more than originally anticipated but we've got it installed. The company answered immediately, 1 call resolution, great questions to ensure the part I needed was in fact the one I was buying. 5 stars for PartSelect, 3 stars for the JennAir fridge.",Thomas V,"October 22, 2020",True
PS11738568,deedd2317c736fdd,5,Great customer service,Phoned the overnight order in to a very helpful customer service rep. It came on time and was just what I needed.,Larry S,"August 26, 2018",True
PS11738568,a13b1e24b7578d93,5,Exactly as needed,Fit perfectly. 15 minute install (all ready had the old part out and cleaned the inside of the refrigerator). Price was excellent. Now if I could just figure how it became broken to begin with... I didn't do it is all I can find out.,Bob S,"September 22, 2018",True
PS11738568,a2bec5a5c33a1698,5,Diagram to pick out part very clear,Came on time in good shape! Excellent service!,Jill W,"August 25, 2018",True
PS11738568,fa38f6b79996880a,5,Easy correct part,The part came complete unbroken was easy to install and was the correct part.,Dominic B,"April 28, 2023",True
PS11738568,26a4e4e84259e000,5,Perfect fit,Easy repair. I spent more time cleaning the refrigerator than I did replacing the part. Works perfectly.,Jay D,"June 19, 2021",True
PS11738568,9cc71d1e6e7cc2d7,5,"Exactly as shown, easy repair.",The part was perfect and the cheapest I found online. It was easy to replace. Shipping was faster than expected.,Thomas C,"July 28, 2018",True
PS11738568,5e9a78c1a7436b70,5,Great video how to s and Worked as expected,I had to check to make sure I am ordering the right part. The instructions through video tutorials were encouraging. After that all delivery quality of the part and its installation was fun. Thank you!!!,Cevher D,"September 27, 2018",True
PS11738568,196a3265191492de,5,"Easy repair, part works great!",Part arrived quickly and was very easy to install. Works just as good as the original. Sure saved a lot of money compared to having a repairman come do it. I would definitely use this company again if I need a part. Very satisfied.,Cathy S,"January 30, 2018",True
PS11743313,3fef43faeef9f900,5,Refrigerator repair,Easy repair. Easy to work with PartSelect and the people who helped me.,James G,"March 6, 2018",True
PS11754118,f07e3177e3c71969,5,Very good part,Fridge work beter than new,Silviu H,"March 20, 2019",True
PS11743599,e8beb3cd307b00ee,5,Maytag refrig thermostat,"Website easy to navigate, great pricing, 3 day routine delivery, DIY video on how to replace thermostats and heating element is incredibly helpful...100% satisfied",David G,"June 12, 2019",True
PS11743599,8c6e2a5a89a10da3,5,part came quickly,Was easy to install but it did not fix the fridge probably the compressor,Don H,"May 5, 2023",True
PS11743148,5c85567f5ebb9718,5,Easy repair,Works great.,William M,"January 18, 2019",True
PS11743170,134240349f7048a3,5,great repair job,was sent the correct replacement part went on easily and I now have a great working refrig!,Thomas S,"January 30, 2018",True
PS11743170,dadeeb5b268d495d,5,Working Great,The part installed easily and has been working great for a few weeks now.,William N,"July 5, 2019",True
PS11743170,0919c47ba3ad8712,5,"This was an outstanding expedited experience with the right part, easy install, and works great!",The part was the right one for my job. I was relieved to not have to buy a new appliance. My appliance is working great! It saved me money!! Thanks,RICHARD M,"March 20, 2018",True
PS11743170,395a0ab58c7e3e56,5,Temp control was the right part,The control fit perfectly and worked great.,Curtis M,"December 18, 2020",True
PS11743170,6404c664d50d5bbb,4,temperture control,The part was right fit and is working like new Thank You,JOHN I,"July 27, 2020",True
PS951515,3c8728b9b0324739,5,Perfect part,The part was the correct part for my fridge water filter. Arrived quickly without issue.,Gloria J,"August 30, 2018",True
PS951515,f5f03996d52235f3,5,Great works as needed,Couldn’t find filter anyplace else works great,Jay J,"September 6, 2022",True
PS951515,95d5c502d4bea546,5,The part was perfect,"The filter was just what I ordered , it is working great.",E.Carey R,"July 17, 2018",True
PS951515,fac9b35844a84ff4,5,just what I needed,It was exactly what I ordered and arrived in good condition. I did not have to wait long for the order to arrive and they kept me informed by email. Good job!,Joe C,"October 29, 2018",True
PS951515,9c9d39f2767ffa6d,5,Easy repair,New part in perfect condition.,Jacqueline C,"November 21, 2018",True
PS951515,c6f642c1c7913b7b,5,Worked as expected!,"First Rate, Thank you!",Paul K,"August 9, 2018",True
PS951515,2894dfdff53683ad,5,Water filter,The part came as agreed and perfect fit. Thank you very much.,Jan L,"May 23, 2019",True
PS951515,30ee90a5835e52a9,5,water filter part,"Part came quickly, but have not replaced it yet as I have not been directed to do so!",Marcia M,"February 20, 2020",True
PS951515,5990d886f7eec923,5,Water Filter,Hard to find water filter for 2007 Refrigerator was available. Perfect fit. Thanks!,Sheila H,"August 31, 2023",True
PS951515,c0f1ffad640c83d0,5,"It fits, it works..what more is there to say?",Ok,James K,"June 5, 2018",True
PS1559689,acaa1a149e85e585,5,consistant product.,"easy to get delivered, easy to install, thanks",Steven T,"October 22, 2020",True
PS1559689,8e5c45bc87ff591a,5,Replacing water filter,Easy to order. Nice instructions. No trouble at all,Deborah E,"July 24, 2018",True
PS1559689,aa019abec588a94f,5,Easy to install,Worked as expected,Connie S,"January 5, 2023",True
PS1559689,ac6970dafc49fd50,5,easy to install,Arrived quickly and works great,Harriet W,"June 5, 2018",True
PS1559689,4058030d1de9ebbd,5,part worked as expected,the part came fast and appliance in working order,Gerri S,"July 15, 2018",True
PS1559689,4d45d6418baad5b4,5,"The parts were fine, just not the correct ones.","Unfortunately, the parts I received were the wrong ones and I have returned them. The tracking numbers are 9505 5122 7878 8290 2984 98, and 9505 5122 7878 8290 2985 04. The delivery date is 10/19/2-18",Barbara C,"October 17, 2018",True
PS1559689,d0fc5edaee0b5dce,5,Easy to install,took out the old filter and put in the new one. Now we have good water in our refrigerator again.,Darla W,"December 28, 2018",True
PS1559689,9037a9a739f9d6eb,5,GE side-by-side water filter,Filter arrived in the timeframe promised. Easy to install.,Kathleen K,"January 23, 2019",True
PS1559689,f973c058cf4c7b5e,5,Water filter.,It was a water filter replacement. I received it on time and everything went smoothly!! No I have good filtered water.,Charles F,"September 28, 2020",True
PS1559689,0434e3d5f872432c,4,Water Filter,The part was exactly what I needed. I thought the price was a little high. It fitted well. Thank you,Stanley C,"July 31, 2020",True
PS16217315,777f5b87915b735c,5,Part fit as advertised,"Ordered this bypass filter plug to replace the expensive fridge filters for my GE which have to be replaced every 6 months. I already have reverse osmosis connected to the fridge so was told this was ok along with the softener. Easy to install. Great price, quick delivery.",Katie H,"April 27, 2022",True
PS16217315,8d02707c0f7e1ee4,5,"Easy repair, same for the website.",I found the needed part pretty quick on the website. Nice videos on how to replace parts.,Jeff S,"October 6, 2022",True
PS16217315,18c30d3fda02f347,5,GE bypass filter plug,Part fit perfectly and I don’t need the to buy expensive filters anymore. My home water system is filtered.,Michael H,"December 17, 2018",True
PS16217315,97cc2f3a3aea334a,4,Part is perfect. Ease of installation,It was a simple repair.,William M,"July 24, 2024",True
PS12727272,47107caa2d92c99b,5,Easy ordering,This was the easiest part I've ever ordered not really understanding very much about the part I ordered. It was amazingly easy and it arrived swiftly.,Tracy L,"March 3, 2020",True
PS12727272,54ae6f81b4219272,5,great as stated ok,great as stated,Guy J,"December 16, 2019",True
PS12727272,658bcf2e0d8c5ee1,5,part worked fine,The part was installed to bypass using filter,Albert V,"July 23, 2018",True
PS12727272,770d80b0cd74a539,5,Water filter by-pass cap foe GE refrigerator,The water filter in the refrigerator was completely clogged. We could not get water and the ice maker would not fill. We snapped in the by-pass plug and our problem was solved. It took two seconds to make the switch.,Robert M,"September 20, 2018",True
PS12727272,4b924a857de9c980,5,Fridge,Part was exactly what I needed,Harry W,"September 12, 2018",True
PS12727272,6573f9b0facb3a66,2,Simple non-moving part was priced too high.,"Paid for expedited delivery, and it took too long to arrive.",PETER M,"October 30, 2018",True
PS12727272,8ec8c806762d6aff,1,No Picture part was already present,No picture so purchased a part I already have present on the appliance,Scott R,"August 21, 2018",True
PS12727272,942463cd8e6ab87f,1,No part,I never got my part been almost a month and having a hard time getting to talk to someone,Mike N,"August 10, 2018",True
PS12727272,49d1459ec8729d93,1,Wrong size.,The model number of my refrigerator was not listed on your website so I used the number closest to mine but unfortunately the part was too big.,Charles M,"April 11, 2019",True
PS6447739,1b8addc983beeee6,5,Quick Repair,"This was very easy to replace, my refrigerator has the quick water connections so I was able to shut the water off under the sink, disconnect the water from manifold and replace with the new one in under 15 minutes, start to finish (included sweeping up all of the dog hair behind the refrigerator).",Thomas W,"July 23, 2019",True
PS6447739,76217633a535b254,5,Works as expected.,Came new,Kevin M,"September 13, 2023",True
PS12727274,63ea49f33058a5ea,5,Perfect OEM part!,This part was the exact OEM (GE) part I needed. It came in a few days was easy to install. Works perfectly!,Mark M,"October 24, 2020",True
PS12727274,8eb9c1833305f66e,5,Excelent,"Excelent, I’m repair my refrigerator , thanks you",Jose E C,"August 10, 2020",True
PS12727274,db3abe13479fc5f7,5,As advertised,"The part came in quick and the YouTube installation was right on the money, Thanks",Ronald D,"August 28, 2020",True
PS12727274,4aa3db0531a4566c,5,Waterline repacement line,The part came as ordered and fit perfect!,Gregory B,"March 3, 2020",True
PS12727274,2c00ef12e2416b8b,5,correct part,easy to install,KAREN K,"February 15, 2018",True
PS12727274,894d52628adc2f73,5,Easy repair,Lot of noise and vibration when we drew water. This part fixed it.,GERALD C,"February 14, 2018",True
PS12727274,0b716ddab4d5684e,5,Easy repair,"just 6 screws and 2 water connections, fits great, works great",Paul G,"June 19, 2019",True
PS12727274,431b6f3b498393bf,5,Exact duplicate of original part,Easy installation,James R,"June 25, 2019",True
PS12727274,104500418bb0da2a,5,We have water again,Went in with no worries.,Gregory L,"February 19, 2019",True
PS12727274,6f2e48268f20045e,3,Delivery,Good service- Part took a long time to arrive.,Mostafa D,"August 6, 2018",True
PS12295444,3947a735dfc24e1b,5,Fits perfectly,The part arrived quickly and worked as described.,Nancy S,"February 20, 2022",True
PS12295444,4f59047677a3ca31,5,Water filter bypass,Removed water filter and replaced with water filter bypass. Very easy. No problems.,John G,"September 27, 2021",True
PS12295444,23ff14be398cbc7f,5,Part not free as stated in manual!!!,"According to all the documentation with my refrigerator, this part was supposed to be free. It was not. I had used the fridge for 3 months; fridge said filter needed to be replaced; icemaker would not work. This is my third refrigerator. I’m not satisfied.",Susan P,"February 3, 2023",True
PS12295444,ca13dfa582879820,5,Worked as expected,It was sent in short time,John S,"November 7, 2022",True
PS12295444,7c77b194b477ab2c,5,Filter Bypass,Works great!,Debra L,"February 25, 2021",True
PS12295444,6a792e79b4b1a0ed,5,The water filter bypass was very easy to install in the refrigerator.,Our order was delivered quickly and everything is working great!,Barbra H,"April 24, 2024",True
PS12295444,5e720a81a6cfb7d2,5,Bypass plug,Came quickly and fit right site easy to use!!,Jonathan M,"February 18, 2019",True
PS12295444,8b6951467c1e5fb2,5,Great service. Thanks,Correct parr. Fast service.,Debra Y,"July 21, 2018",True
PS12295444,18824df445156f32,5,todo muy bien,todo muy bien,ENRIQUE V,"September 6, 2018",True
PS12295444,4aac023cff681a41,5,Bypass water filter,"Part worked just fine. Just like i expected it should. The only reason i am doing this is to shut you guys up. Quit with the e-mails, i will contact you when i need something.",James M,"May 24, 2019",True
PS11739183,28b4322d09b9edfe,5,Great fix,"This was exactly the piece we needed, repair was quick and easy.",Vonda H,"June 14, 2018",True
PS11739183,69448f77867634ab,5,Easy fix,Part came faster than expected and in great shape !!!,Jason F,"January 29, 2019",True
PS11739183,628b68410ac50b3c,5,The repair that the repairmen didn't want to touch... but it was not a problem.,"That little clip fixed what we thought was going to be a permanent downgrade to our fridge. Two repairmen didn't want to touch the problem. I'd already changed the water tube (that they didn't want to either), so I figured I'd take a look around at the water dispenser lever that wasn't returning and therefore wasn't shutting off the water. We'd been having to pull the lever back by hand. Like I said, two different repairmen acted like it was experimental brain surgery to fix it. I took a good look, saw that one of the tines on our levers retaining/clip was broken (the one that brings the water lever back, obviously), found it on PartSelect, ordered it, and put it in. It wasn't the easiest job in the world, but it wasn't the hardest either. Why these repairmen were afraid of it baffles me. Aren't the supposed to have the know-how? Anyway, I replaced the clip, and the lever comes back to the proper place, shuts off like it's supposed to, and we're happy as hell!",Vince M,"December 18, 2019",True
PS11739183,82b0b5c1c01b0c1b,5,Perfect Fit - Easy Fix,The part was the exact fit and the fix took about 10 minutes.,Cathy E,"October 19, 2021",True
PS11739183,7c788ce98a3bec73,4,It works,Part does what it needs to but long term I doubt it will last as long as original. Seemed a bit thinner than the original which failed from fatigue.,Tim Z,"December 21, 2018",True
PS11739183,cbe37ad15ecfbafb,4,Fixed my problem,This part replaced the original which broke after 13 years. The part works great - just seems a little expensive for a small piece of stamped metal.,Neal L S,"May 2, 2019",True
PS11745619,36ccbf43bda70787,5,Easy repair,Perfect fit and great service. Impressed with the short shipping time. Thanks,WESLEY R,"April 3, 2018",True
PS11745619,b25a9791df28440c,3,The right part for the job,A very simple very over-priced screw but what I needed for a perfect repair,Warren S,"June 3, 2021",True
PS11770473,55b7a28c5119f7c6,5,5,The part was great fit the arrival timing was great thank you,Eddie Lee W,"January 25, 2018",True
PS11770473,1d0f6967c43ecd64,5,"Easy to order, pretty quick delivery","Very simple to find part and order, didn’t take long for delivery:).",Scott B,"June 7, 2021",True
PS11770473,a410cb133c5c2869,5,Easy repair!,Received the part within a couple days and it couldn't have been any easier to repair!,Patricia S,"November 27, 2018",True
PS11770473,8e7ffc67c627becd,5,Worked Perfect.,The parts were shipped fast and were exactly what I needed.,Clinton M,"September 29, 2018",True
PS11770473,18b7d92c2d17c3bf,5,fixing a broken door handle,"This whole process, from ordering to installing, was a piece of cake. I have no idea what I'm doing and I fixed it.",Tammy L,"July 27, 2018",True
PS11770473,c3ac8ba161ca169c,5,good repair,great direct fit,David Q,"June 15, 2021",True
PS11770473,24d9b2e880e9c80c,5,Great part,Great part but shipping was very slow,Gary C,"January 14, 2020",True
PS11770473,45fa8cd88e30251f,5,Worked perfectly,"Quick delivery, arrived in good condition, good fit and finish, a breeze to install.",John L,"January 30, 2018",True
PS11770473,eb7072e5cd00dbf2,5,Easy repair,I just chose standard shipping. But it came really fast and was very easy to change. I’m pleased.,WESTON R,"February 2, 2018",True
PS11770473,cfd57227e3ce428a,5,Easy repair,The part was back ordered but still came very quickly and was also very easy to find the correct part on the website.,Peter M,"July 21, 2021",True
PS11770475,29c72f9f74b71e56,5,Easy Repair,Part arrived on time and easy to put together,Gary W,"August 24, 2018",True
PS11770475,a6bb111f6fb51cd1,5,black handel,received part in 5 days. if fit great.,RONALD B,"January 27, 2018",True
PS11770475,ccef75c8e218937d,5,Easy repair.,"The part came quickly, and mated up perfectly with the refrigerator. Installation only took about a minute.",Willis P,"September 28, 2018",True
PS11770475,99b2c6a8ffd1efa8,5,"Easy repair, great part.","The part was the exact replacement of the original, and shipping was fast!",Derek K,"May 31, 2023",True
PS11770475,9cd6291b88abea9e,5,Perfect Part,Works as original...,Lee F,"July 25, 2018",True
PS11770475,e4fce16edb2710db,5,Fits perfectly,It was easy to install. It fits perfectly and fast shipping. Thank you very much,Aaron C,"February 6, 2018",True
PS11770475,827df4971daed487,5,Works great all better,It came quick and accurately. Thanks,Elizabeth L,"February 6, 2018",True
PS11770475,a3ca12698532b506,5,Easy replacement.,Piece of plastic that screwed right in.,Jeff S,"February 6, 2018",True
PS11770475,beab262fc9e38278,5,Refrigerator Handle For Frigidaire Black Refrigerator,"Received Part in just a few days packed well and in perfect condition. Took me less than 2 mins to attach with the old existing screws and my kitchen looks fabulous again !! And the best thing, I saved over $100 doing it myself instead of calling the community handyman.There is nothing better than waking up in the middle of the night with a craving for a big swig of Vitamin D Milk right out of the carton and being able to open the fridge with ease even when I'm 1/2 asleep !! I recommend PartSelect all the way !!",John Z,"February 16, 2018",True
PS11770475,0abeca70065d0314,5,Perfect,Came quickly and was the perfect fit,Pedro M,"March 26, 2023",True
PS427922,f80840d569d4511b,5,door handle broken,"Easy repairf...part was great, arrivede in timely manner",Larry P,"December 5, 2024",True
PS427922,2d36fa26129b909b,5,Door Handle,The handle fit very well,Lynn C,"September 7, 2021",True
PS427922,ff10eb40ab424d6f,5,Easy Repair,The part arrived earlier than projected. I followed the instructions on the emailed video link and completed the repair within a few minutes. Only then did I notice the other door handle was off color. Should have replaced both.,Johanna C,"February 11, 2018",True
PS427922,0a8205e1a10b8edb,5,Easy replacement,The part arrived on time and in good condition. The replacement was as easy as removing and replacing two screws.,Susan T,"February 21, 2018",True
PS427922,aaa25b9d1ccc9e31,5,Door Handles,"Very pleased with the parts and fast delivery of the door handles, which had been broken for several months. Thank you!",Mildred M,"July 8, 2019",True
PS427922,1c453dec40937ecb,5,Very easy repair,Arrived in great condition and works perfect.,Judy B,"June 19, 2018",True
PS427922,f659863910043360,5,Easy repari,I was able to repair it in seconds and it works like a gem.,Joseph W,"April 14, 2018",True
PS427922,73bb4d86cf42e24d,5,"Easy install, works as expected",Very easy install and works great.,Herbert J,"August 14, 2018",True
PS427922,9fd90b03f5abd9ca,5,Right the first time,"Correct handle ,easy look up and fast transaction. Fit perfectly.",Patrick R,"May 17, 2018",True
PS427922,06bf3d1a19579141,5,Easy Repair,Took 3 minutes to install,DAVID M,"May 26, 2020",True
PS2368270,f558ad48c4ce0a6f,5,Handle,Part worked great very quick fix,Jackie N,"September 26, 2018",True
PS2368270,ce2708122681f12c,5,Easy repair,Part was in good condition & came fast,Dale S,"January 30, 2018",True
PS2368270,91a55ba69734e3fe,5,Easy,The part was exactly what I needed,John L,"January 30, 2018",True
PS2368270,0b0dddb2de25a6c3,5,Exact part,"No problem, easy install because it was the exact replacement part.",Michelle B,"January 27, 2021",True
PS2368270,8cacbfd2cb61e3a5,5,Eazy repair,the part that I ordered was the correct part and fit perfectly. M freezer is once again in perfect working order.,Donnie S,"February 25, 2023",True
PS2368270,0c321fcbc330a76c,5,Easy Repair,The Handel was in Good condition,Nila P,"May 27, 2020",True
PS2368270,db4e019597518fd6,5,Easy,This was so simple!,Rodney C F,"May 13, 2020",True
PS2368270,f848fcc4d5f2e1eb,5,Easy Repair - Worked as expected.,Came fast. Worked well. Our fridge is back in working order again.,Andrew T,"April 10, 2019",True
PS2368270,1f98396a36e94edc,5,Replacement part,The part was just what I needed. It works fine. Came very quickly.,Dianne H,"June 2, 2020",True
PS2368270,d68a3cd5eaaf4115,5,Satisfied,Exactly the part that was needed for our fridge and was easy to install. It was a special order but it didn't take too long for the part to arrive.,Connie B,"September 4, 2020",True
PS12364435,3782ca47f9638d74,5,Easy Repair,Ordering was easy & customer service was helpful.,Beverley S,"December 6, 2019",True
PS12364435,3f25249a6c319769,5,easy fix,not much to say - it's a handle. works fine.,Bonnie S,"October 16, 2020",True
PS12364435,2608545726e4c715,5,Great service,Part arrived as promised and was exactly what I needed. Thank you,Mary O,"August 7, 2021",True
PS12364435,805a7ef147272dcb,5,Perfect fit,The original handle was made of plastic. I could see where the previous home owner had glued it back together. This handle should last for the life of the refrigerator.,KEVIN G,"March 28, 2019",True
PS12364435,b0edda72235534d7,5,Fit perfectly,Part was exactly as ordered and installed without a problem,Paul P,"November 28, 2018",True
PS12364435,b2bafb03c9726be5,5,Easy repair,The handles are metal not plastic like the OEM. They came with screws and an Allen wrench for the install.,Ronald S,"January 18, 2021",True
PS12364435,ea876e9d2670b8ed,4,it was the right part.,the part was correct and rather easy to install BUT shipping sucked. started with fed-ex but they transfered it to usps and took two more weeks to arrive.,Jeffrey G,"December 24, 2019",True
PS12364435,8fb0b7746afc42fb,1,Wrong part recieved,I tried to put my model number in the search page but it couldnt be found so I looked at a diagram for a door that used the same handle I found one and ordered it but when it arrived 10 days later it was the wrong one. So I called parts select and gave them my model number and they supposedly found the right one. It cost twice as much and they sent me a return authorization kit. I am hoping it’s the right part this time,Frank S,"September 25, 2018",True
PS12364436,b3f78788717b185d,5,Fit great,Was with the wait,Roy H,"April 17, 2019",True
PS12364436,6c4a10bc3beeada6,5,Fridge handle,"What a customer would like to expect with every business transaction. Fast service, part was accurate. No problems.",Bradley P,"August 19, 2020",True
PS12364436,8a825eccaaf6585c,5,Fridge handle,Great service and part fast shipping!,Jeremy E,"December 8, 2021",True
PS12364436,2ec336b04dffae7a,5,Good part,Came quickly. As expected. Easy repair. Happy to have a working handle again!,Johanna V,"February 4, 2019",True
PS12364436,1b40eb919d30e20c,5,Excellent fit and easy install,Very satisfied with the product and provider,Joseph C,"June 28, 2020",True
PS12364436,80a3f4698440f356,5,Easy install,"Great replacement part, better than original refrigerator door handle",Brian C,"January 7, 2022",True
PS12364436,3e8116d23274fff4,5,Better than expected,Perfect fit and easy to install. Material is much sturdier than what was originally on the refrigerator.,Louise S,"November 8, 2020",True
PS427804,40424824ac7c119f,5,"Easy, quick repair","Exactly as advertised, came quick too",Jeff C,"December 5, 2018",True
PS427804,58386a4eaa43545a,5,Easy handle repair,Parts were shipped quickly and came as promised. Good folks tp do business with.,Jack S,"January 17, 2019",True
PS427804,6c729d9ed05874d2,1,"Not pleased, it's a plastic mold,,which cost less than a $,,you charged me over 20.","The part was way over priced,,it's plastic so I don't expect it to last long. Your asking for this part,,I also bought the handle. You also don't supply the screws unless you pay for them to.,",Albert P,"August 20, 2019",True
PS427804,3f3e6e2a705116f1,1,"So simple, my roommate attached it!",$39.00 for this tiny part? Ridiculous. Duct tape is cheaper.,Gordon C,"August 8, 2021",True
PS428788,8619ccad63394142,5,Door Handle Replacement for Refrigerator,Perfectly replaced the handles on my 2007 Kenmore Refrigerator.. All good.,BRENDA R,"June 10, 2019",True
PS428420,8f0065f4f4c47159,5,exact match,a bit pricy,Bill R,"February 23, 2018",True
PS428420,91ccafeeeb64b73a,5,Looks Great!,Received items on time. The handle and parts we’ll build. Parts easy to install. Totally satisfied.,Manuel A,"November 16, 2019",True
PS428420,b5f48dc63b3ab2d3,5,Exactly the part I needed,The exact part I needed at a good price,Rodeo R,"October 24, 2021",True
PS427930,b2053c9062fc05ad,5,Works perfectly.,Had an apartment where the tenant was a bad smoker. The entire apt was cleaned (and carpet replaced!) of nicotene but tbe fridge handles were permanently stained. Ordered these and hoped for the best. They worked ! Thank you Parts Select.,Rhandi M L,"December 26, 2018",True
PS427930,95a0c3d84b1f29e7,3,Part Description,"Part had to be returned as description did not indicate that part was bisque as the color and my refrigerator is white. Return process was quick and easy. Part is on its way, just waiting to get my refund.",Patricia T,"July 1, 2018",True
PS11723195,0aa70eec11c7312a,5,Good,Good,Raymond S,"June 18, 2021",True
PS11723195,c62d21500ad8adce,5,Hope this one doesn't break!,Exactly the part I needed. A can fell from the top of the frig and broke the plastic window. Fortunately I could buy the replacement lid and didn't have to buy the whole drawer However the lid replacement part was expensive so we're trying not to mess it up again.,Gail W,"September 13, 2018",True
PS11723195,07da84b05753589e,5,easy repair,pantry lid. Part came in right and timely.,Ernestine E,"September 25, 2018",True
PS11723195,8414d110f32a432b,5,Pantry lid,Perfect,Blum C,"January 31, 2018",True
PS11723195,b39c2c70838be1ff,5,Easy as Pie,The part fit correctly and was very easy to replace. It took me less than 30 seconds!,GARY ANTHONY W,"April 1, 2021",True
PS11723195,e860d7ac3c00fffe,5,Part worked great,"The first time I checked this website, the part was listed as unavailable. The next time, it was available so I ordered it. Luckily, another review mentioned the part size. I double checked mine and changed to another size. It worked out just fine and I was happy that I fixed it. The fridge functions and looks so much better now!",Katina M,"March 31, 2021",True
PS11723195,6bd293c85291f4b5,5,Quick Response and service,The drawer Was ordered easily online received properly and was easy to install and fit perfectly. The price was right but more could I ask for in online shopping.,Thomas D,"February 11, 2020",True
PS11723195,ff65a6977b86c0b4,5,Pantry Drawer Cover,Part received was of the same design and quality as the original.,Catherine D,"July 28, 2021",True
PS11723195,16517863d1a4c485,5,replace a broken cover in frig,"came quick, no hassle and perfect",Evelyn C,"March 2, 2018",True
PS11723195,859895b8be934cb9,5,Perfect but I need another part to make it work right.,I need to order another piece that it attaches to.,Jean P,"June 19, 2018",True
PS11739972,d150752aba69e1e3,5,Easy repair part came as ecpected,The part was exactly what was needed.,Lorraine T,"April 14, 2020",True
PS11739972,6b9a793c51fa6c8d,5,Part worked as expected,"It was a good replacement for the old one that had broke, the only problem it was too white and made all the other surrounding plastic parts look bad. Great part, just need to work on better cleaning of surrounding parts. ??",Duane P,"February 17, 2018",True
PS11739972,d6cc888b3937e409,5,Easy repair,The part was a true fit,Robert R,"April 8, 2021",True
PS11739972,6844ddf620ffb9a9,5,"Replace part,",It was easy to find the part I needed and it was easy to place the order!,Vertha W,"December 12, 2018",True
PS11739972,29a9865e4b9888ef,5,Easy repair.,Was in good condition fixed the water filter,Joe B,"July 3, 2019",True
PS11739972,37ab9a4a9af27841,5,QUICK AND EASY,PART RECEIVED PROMPTLY. REPAIRS HAVE BEEN MADE & i WILL USE THIS SITE IN FUTURE,Patricia W,"November 6, 2018",True
PS11739972,f82e9ce65bc37f3d,5,Perfect fit!,This cap fit the refrigerator in our office just perfectly. It arrived promptly and was in good condition. Thanks for such great service!,Susan N,"June 26, 2018",True
PS11739972,7597f4adcc175864,5,Easy repair,The part is what I ordered and is now installed .,Walter D R,"September 1, 2021",True
PS11739972,4f98503336a3a437,5,"Good product, great price.",It fit my necessities.,Jose A,"September 26, 2021",True
PS11739972,b347e4010f975f99,5,Easy repair,The part was perfect and very easy to install. It got here exactly when I was told it would arrive. Thank you very much. Keep up the good work.,Marcus J,"July 18, 2018",True
PS11739971,3d84f9496f5acb62,5,Correct factory part.,Fast shipping. Good customer service. Everything just as expected.,John L,"January 26, 2018",True
PS11739971,91ab235e7852dfa0,5,Found the right part,Until I found this site I was having troubenfinding the correct part. It was easy to locate and order. Came quickly And it was the correct part.,John L,"July 25, 2018",True
PS11739971,de6b513422ae5719,5,Quick delivery,Came quickly and fit perfectly,DINA G,"December 15, 2022",True
PS11739971,8e9dfb0641c1ef9d,5,Great job,Needed a a small part. Got a simple answer. Thank you.,Francis C,"March 18, 2018",True
PS11739971,cf8de703a011ae09,5,Exact OEM replacement,"The part was an exact fit of the original, which had cracked.",Will S,"July 23, 2023",True
